Day,Flowrate,Riverheight,Entry number 
27.04166667,344,5.21,196
27.05208333,344,5.212,197
27.0625,344,5.216,198
27.07291667,344,5.21,199
27.08333333,344,5.21,200
27.09375,344,5.209,201
27.10416667,344,5.217,202
27.11458333,344,5.21,203
27.125,344,5.209,204
27.13541667,344,5.211,205
27.14583333,343,5.205,206
27.15625,343,5.199,207
27.16666667,342,5.195,208
27.17708333,341,5.188,209
27.1875,341,5.184,210
27.19791667,340,5.175,211
27.20833333,340,5.171,212
27.21875,339,5.165,213
27.22916667,338,5.155,214
27.23958333,338,5.152,215
27.25,338,5.154,216
27.26041667,338,5.151,217
27.27083333,336,5.135,218
27.28125,335,5.128,219
27.29166667,335,5.128,220
27.30208333,334,5.115,221
27.3125,333,5.105,222
27.32291667,333,5.108,223
27.33333333,332,5.094,224
27.34375,331,5.084,225
27.35416667,330,5.075,226
27.36458333,329,5.063,227
27.375,328,5.051,228
27.38541667,326,5.035,229
27.39583333,325,5.024,230
27.40625,323,5.008,231
27.41666667,322,4.991,232
27.42708333,320,4.976,233
27.4375,318,4.958,234
27.44791667,316,4.94,235
27.45833333,315,4.92,236
27.46875,312,4.899,237
27.47916667,311,4.881,238
27.48958333,307,4.845,239
27.5,305,4.827,240
27.51041667,303,4.802,241
27.52083333,300,4.772,242
27.53125,297,4.743,243
27.54166667,294,4.714,244
27.55208333,291,4.679,245
27.5625,289,4.656,246
27.57291667,286,4.625,247
27.58333333,283,4.596,248
27.59375,279,4.559,249
27.60416667,276,4.528,250
27.61458333,274,4.501,251
27.625,271,4.474,252
27.63541667,267,4.429,253
27.64583333,264,4.393,254
27.65625,260,4.355,255
27.66666667,257,4.317,256
27.67708333,253,4.279,257
27.6875,249,4.236,258
27.69791667,246,4.199,259
27.70833333,241,4.149,260
27.71875,238,4.112,261
27.72916667,234,4.072,262
27.73958333,230,4.024,263
27.75,227,3.985,264
27.76041667,222,3.934,265
27.77083333,218,3.892,266
27.78125,215,3.852,267
27.79166667,210,3.801,268
27.80208333,206,3.755,269
27.8125,203,3.716,270
27.82291667,200,3.678,271
27.83333333,196,3.631,272
27.84375,193,3.596,273
27.85416667,189,3.551,274
27.86458333,186,3.509,275
27.875,183,3.475,276
27.88541667,180,3.441,277
27.89583333,178,3.411,278
27.90625,175,3.375,279
27.91666667,172,3.348,280
27.92708333,170,3.313,281
27.9375,166,3.274,282
27.94791667,164,3.239,283
27.95833333,161,3.208,284
27.96875,159,3.174,285
27.97916667,156,3.141,286
27.98958333,154,3.119,287
28,151,3.084,288
28.01041667,150,3.059,289
28.02083333,148,3.033,290
28.03125,146,3.009,291
28.04166667,144,2.984,292
28.05208333,142,2.963,293
28.0625,141,2.941,294
28.07291667,139,2.922,295
28.08333333,137,2.9,296
28.09375,136,2.878,297
28.10416667,134,2.856,298
28.11458333,133,2.84,299
28.125,131,2.815,300
28.13541667,130,2.801,301
28.14583333,128,2.778,302
28.15625,127,2.761,303
28.16666667,126,2.742,304
28.17708333,125,2.727,305
28.1875,123,2.711,306
28.19791667,122,2.689,307
28.20833333,121,2.674,308
28.21875,120,2.663,309
28.22916667,119,2.643,310
28.23958333,118,2.631,311
28.25,117,2.623,312
28.26041667,116,2.611,313
28.27083333,115,2.598,314
28.28125,114,2.584,315
28.29166667,114,2.573,316
28.30208333,113,2.562,317
28.3125,112,2.551,318
28.32291667,111,2.539,319
28.33333333,110,2.527,320
28.34375,109,2.513,321
28.35416667,109,2.505,322
28.36458333,108,2.496,323
28.375,107,2.484,324
28.38541667,107,2.477,325
28.39583333,106,2.467,326
28.40625,105,2.456,327
28.41666667,105,2.448,328
28.42708333,104,2.44,329
28.4375,104,2.43,330
28.44791667,103,2.421,331
28.45833333,102,2.41,332
28.46875,102,2.404,333
28.47916667,101,2.392,334
28.48958333,101,2.384,335
28.5,99.9,2.374,336
28.51041667,99.7,2.371,337
28.52083333,99.2,2.364,338
28.53125,98.4,2.353,339
28.54166667,97.9,2.345,340
28.55208333,97.4,2.338,341
28.5625,96.8,2.329,342
28.57291667,96.5,2.324,343
28.58333333,95.7,2.312,344
28.59375,95.4,2.308,345
28.60416667,94.7,2.297,346
28.61458333,94.2,2.29,347
28.625,93.8,2.283,348
28.63541667,93.3,2.275,349
28.64583333,92.5,2.264,350
28.65625,92,2.256,351
28.66666667,91.8,2.253,352
28.67708333,91,2.241,353
28.6875,90.4,2.231,354
28.69791667,89.6,2.219,355
28.70833333,89.2,2.213,356
28.71875,88.5,2.203,357
28.72916667,88.2,2.198,358
28.73958333,87.2,2.183,359
28.75,86.7,2.174,360
28.76041667,86.3,2.169,361
28.77083333,85.6,2.157,362
28.78125,85.1,2.149,363
28.79166667,84.5,2.14,364
28.80208333,83.8,2.129,365
28.8125,83.3,2.122,366
28.82291667,83.1,2.119,367
28.83333333,82.5,2.109,368
28.84375,81.9,2.099,369
28.85416667,81.3,2.09,370
28.86458333,81,2.085,371
28.875,80.4,2.075,372
28.88541667,80,2.069,373
28.89583333,79.6,2.062,374
28.90625,79.4,2.059,375
28.91666667,78.7,2.048,376
28.92708333,78.3,2.042,377
28.9375,78,2.037,378
28.94791667,77.6,2.031,379
28.95833333,77.3,2.026,380
28.96875,77.2,2.024,381
28.97916667,77.2,2.024,382
28.98958333,76.9,2.02,383
29,76.8,2.017,384
29.01041667,76.3,2.009,385
29.02083333,75.5,1.997,386
29.03125,75,1.988,387
29.04166667,74.4,1.979,388
29.05208333,74,1.972,389
29.0625,73.6,1.965,390
29.07291667,73.1,1.958,391
29.08333333,72.9,1.954,392
29.09375,72.4,1.946,393
29.10416667,72,1.939,394
29.11458333,71.7,1.935,395
29.125,71.3,1.927,396
29.13541667,71,1.922,397
29.14583333,70.7,1.917,398
29.15625,70.5,1.915,399
29.16666667,70.2,1.909,400
29.17708333,69.9,1.903,401
29.1875,69.6,1.898,402
29.19791667,69.2,1.891,403
29.20833333,68.9,1.885,404
29.21875,68.7,1.882,405
29.22916667,68.3,1.874,406
29.23958333,68.2,1.871,407
29.25,67.9,1.866,408
29.26041667,67.5,1.859,409
29.27083333,67.3,1.855,410
29.28125,67.1,1.851,411
29.29166667,66.6,1.843,412
29.30208333,66.5,1.84,413
29.3125,66.2,1.835,414
29.32291667,65.8,1.827,415
29.33333333,65.7,1.826,416
29.34375,65.5,1.821,417
29.35416667,65.2,1.816,418
29.36458333,64.9,1.81,419
29.375,64.8,1.809,420
29.38541667,64.5,1.802,421
29.39583333,64.2,1.797,422
29.40625,64,1.793,423
29.41666667,63.6,1.786,424
29.42708333,63.6,1.786,425
29.4375,63.3,1.781,426
29.44791667,63,1.775,427
29.45833333,62.9,1.773,428
29.46875,62.8,1.771,429
29.47916667,62.2,1.759,430
29.48958333,62.2,1.76,431
29.5,61.9,1.753,432
29.51041667,61.8,1.751,433
29.52083333,61.9,1.753,434
29.53125,61.6,1.747,435
29.54166667,61.6,1.748,436
29.55208333,61.4,1.745,437
29.5625,61.1,1.738,438
29.57291667,60.9,1.735,439
29.58333333,60.7,1.731,440
29.59375,60.4,1.724,441
29.60416667,60,1.718,442
29.61458333,60,1.718,443
29.625,59.8,1.714,444
29.63541667,59.6,1.709,445
29.64583333,59.5,1.707,446
29.65625,59.3,1.703,447
29.66666667,59,1.698,448
29.67708333,58.9,1.696,449
29.6875,58.6,1.69,450
29.69791667,58.3,1.684,451
29.70833333,58.2,1.683,452
29.71875,57.9,1.676,453
29.72916667,57.6,1.671,454
29.73958333,57.5,1.669,455
29.75,57.2,1.663,456
29.76041667,56.9,1.657,457
29.77083333,56.7,1.654,458
29.78125,56.4,1.647,459
29.79166667,56.3,1.645,460
29.80208333,56.2,1.643,461
29.8125,55.7,1.634,462
29.82291667,55.5,1.63,463
29.83333333,55.3,1.626,464
29.84375,55.1,1.621,465
29.85416667,54.7,1.614,466
29.86458333,54.7,1.613,467
29.875,54.4,1.608,468
29.88541667,54.3,1.605,469
29.89583333,54,1.6,470
29.90625,53.8,1.595,471
29.91666667,53.7,1.593,472
29.92708333,53.2,1.583,473
29.9375,53.1,1.581,474
29.94791667,53,1.58,475
29.95833333,52.7,1.574,476
29.96875,52.4,1.568,477
29.97916667,52.2,1.563,478
29.98958333,52,1.559,479
30,51.8,1.556,480
