Day,Flowrate,Riverheight,Entry number 
26.33333333,129,4.299,128
26.34375,134,4.373,129
26.35416667,144,4.534,130
26.36458333,153,4.655,131
26.375,157,4.723,132
26.38541667,165,4.832,133
26.39583333,167,4.863,134
26.40625,170,4.894,135
26.41666667,175,4.962,136
26.42708333,179,5.011,137
26.4375,178,5.001,138
26.44791667,182,5.058,139
26.45833333,184,5.077,140
26.46875,191,5.166,141
26.47916667,197,5.249,142
26.48958333,202,5.302,143
26.5,205,5.341,144
26.51041667,212,5.425,145
26.52083333,216,5.476,146
26.53125,222,5.544,147
26.54166667,221,5.533,148
26.55208333,227,5.596,149
26.5625,232,5.656,150
26.57291667,235,5.692,151
26.58333333,237,5.711,152
26.59375,239,5.735,153
26.60416667,236,5.704,154
26.61458333,232,5.649,155
26.625,224,5.568,156
26.63541667,215,5.458,157
26.64583333,208,5.38,158
26.65625,200,5.277,159
26.66666667,185,5.099,160
26.67708333,173,4.939,161
26.6875,153,4.656,162
26.69791667,130,4.319,163
26.70833333,118,4.117,164
26.71875,106,3.918,165
26.72916667,97.7,3.759,166
26.73958333,92.4,3.658,167
26.75,87.3,3.558,168
26.76041667,82.1,3.452,169
26.77083333,77.6,3.355,170
26.78125,74.6,3.291,171
26.79166667,71.4,3.219,172
26.80208333,69.6,3.178,173
26.8125,67.7,3.134,174
26.82291667,66.3,3.101,175
26.83333333,65.5,3.082,176
26.84375,64.2,3.048,177
26.85416667,66,3.093,178
26.86458333,65.5,3.082,179
26.875,64.5,3.056,180
26.88541667,67.6,3.13,181
26.89583333,67.9,3.138,182
26.90625,68.8,3.158,183
26.91666667,68.7,3.156,184
26.92708333,69,3.163,185
26.9375,68.1,3.142,186
26.94791667,66.9,3.115,187
26.95833333,65.7,3.086,188
26.96875,64.8,3.064,189
26.97916667,62.3,2.999,190
26.98958333,61.8,2.987,191
27,59.6,2.93,192
27.01041667,58.8,2.909,193
27.02083333,56.8,2.858,194
27.03125,55,2.811,195
27.04166667,54.7,2.804,196
27.05208333,52.8,2.752,197
27.0625,52.2,2.738,198
27.07291667,50.6,2.693,199
27.08333333,49.6,2.667,200
27.09375,49.4,2.662,201
27.10416667,48.2,2.628,202
27.11458333,46.9,2.593,203
27.125,45.8,2.563,204
27.13541667,45.9,2.566,205
27.14583333,43.7,2.504,206
27.15625,43.3,2.493,207
27.16666667,42,2.456,208
27.17708333,42.7,2.475,209
27.1875,41.2,2.434,210
27.19791667,40.3,2.408,211
27.20833333,40.3,2.408,212
27.21875,38.7,2.362,213
27.22916667,38.1,2.345,214
27.23958333,38.3,2.351,215
27.25,37.3,2.322,216
27.26041667,37,2.313,217
27.27083333,36.1,2.287,218
27.28125,35.7,2.275,219
27.29166667,35.4,2.264,220
27.30208333,34.8,2.247,221
27.3125,34.8,2.248,222
27.32291667,33.1,2.197,223
27.33333333,33.5,2.209,224
27.34375,33.2,2.2,225
27.35416667,32.8,2.187,226
27.36458333,32.9,2.189,227
27.375,32.2,2.17,228
27.38541667,31.6,2.152,229
27.39583333,31.3,2.142,230
27.40625,30.5,2.116,231
27.41666667,29.6,2.091,232
27.42708333,30.2,2.107,233
27.4375,29.5,2.088,234
27.44791667,29.7,2.093,235
27.45833333,28.7,2.067,236
27.46875,28.6,2.066,237
27.47916667,28,2.05,238
27.48958333,27.8,2.043,239
27.5,27.4,2.031,240
27.51041667,27,2.02,241
27.52083333,26.1,1.995,242
27.53125,26.5,2.007,243
27.54166667,26.5,2.006,244
27.55208333,26,1.994,245
27.5625,26.3,2.003,246
27.57291667,26.1,1.996,247
27.58333333,25.7,1.985,248
27.59375,25.2,1.969,249
27.60416667,24.8,1.958,250
27.61458333,24.9,1.961,251
27.625,23.8,1.93,252
27.63541667,24.1,1.937,253
27.64583333,23.8,1.93,254
27.65625,23.3,1.913,255
27.66666667,23.4,1.917,256
27.67708333,23,1.905,257
27.6875,22.8,1.899,258
27.69791667,22.3,1.884,259
27.70833333,22.2,1.881,260
27.71875,21.7,1.866,261
27.72916667,22,1.873,262
27.73958333,21.7,1.864,263
27.75,22,1.874,264
27.76041667,21.6,1.861,265
27.77083333,21.3,1.852,266
27.78125,21.7,1.865,267
27.79166667,21.4,1.855,268
27.80208333,21.7,1.865,269
27.8125,21.4,1.855,270
27.82291667,21.2,1.85,271
27.83333333,21.1,1.847,272
27.84375,21.3,1.851,273
27.85416667,21,1.844,274
27.86458333,21,1.844,275
27.875,20.3,1.819,276
27.88541667,20.1,1.813,277
27.89583333,20.1,1.813,278
27.90625,20,1.812,279
27.91666667,20,1.812,280
27.92708333,19.7,1.801,281
27.9375,19.7,1.8,282
27.94791667,19.6,1.799,283
27.95833333,19.3,1.786,284
27.96875,19.2,1.784,285
27.97916667,18.9,1.775,286
27.98958333,19,1.776,287
28,18.9,1.773,288
28.01041667,18.8,1.771,289
28.02083333,18.8,1.769,290
28.03125,18.5,1.762,291
28.04166667,18.5,1.761,292
28.05208333,18.2,1.751,293
28.0625,17.9,1.739,294
28.07291667,17.8,1.736,295
28.08333333,17.7,1.733,296
28.09375,17.5,1.726,297
28.10416667,17.5,1.725,298
28.11458333,17.1,1.71,299
28.125,17.2,1.714,300
28.13541667,17.1,1.71,301
28.14583333,17,1.709,302
28.15625,16.9,1.704,303
28.16666667,16.7,1.697,304
28.17708333,16.7,1.697,305
28.1875,16.5,1.69,306
28.19791667,16.4,1.685,307
28.20833333,16,1.671,308
28.21875,16.1,1.674,309
28.22916667,16,1.671,310
28.23958333,15.8,1.665,311
28.25,15.8,1.665,312
28.26041667,15.6,1.657,313
28.27083333,15.4,1.648,314
28.28125,15.5,1.651,315
28.29166667,15.1,1.638,316
28.30208333,15.2,1.64,317
28.3125,15.2,1.643,318
28.32291667,15,1.635,319
28.33333333,15,1.632,320
28.34375,14.9,1.629,321
28.35416667,14.7,1.622,322
28.36458333,14.8,1.624,323
28.375,14.8,1.625,324
28.38541667,14.7,1.62,325
28.39583333,14.7,1.622,326
28.40625,14.5,1.614,327
28.41666667,14.4,1.611,328
28.42708333,14.4,1.61,329
28.4375,14.5,1.613,330
28.44791667,14.2,1.601,331
28.45833333,14.3,1.607,332
28.46875,14.1,1.599,333
28.47916667,14,1.595,334
28.48958333,14,1.594,335
28.5,13.8,1.588,336
28.51041667,13.8,1.588,337
28.52083333,13.8,1.585,338
28.53125,13.6,1.579,339
28.54166667,13.6,1.58,340
28.55208333,13.6,1.577,341
28.5625,13.3,1.568,342
28.57291667,13.4,1.572,343
28.58333333,13.4,1.569,344
28.59375,13.3,1.565,345
28.60416667,13.4,1.57,346
28.61458333,13.1,1.558,347
28.625,13.1,1.556,348
28.63541667,13.2,1.563,349
28.64583333,13,1.553,350
28.65625,12.9,1.55,351
28.66666667,12.9,1.551,352
28.67708333,12.9,1.548,353
28.6875,12.8,1.545,354
28.69791667,12.7,1.54,355
28.70833333,12.5,1.534,356
28.71875,12.6,1.538,357
28.72916667,12.5,1.532,358
28.73958333,12.6,1.536,359
28.75,12.5,1.534,360
28.76041667,12.4,1.53,361
28.77083333,12.4,1.53,362
28.78125,12.4,1.527,363
28.79166667,12.3,1.525,364
28.80208333,12.3,1.525,365
28.8125,12.1,1.517,366
28.82291667,12.2,1.518,367
28.83333333,12,1.513,368
28.84375,12.1,1.516,369
28.85416667,12,1.513,370
28.86458333,12,1.512,371
28.875,12,1.51,372
28.88541667,11.9,1.507,373
28.89583333,12,1.51,374
28.90625,11.8,1.504,375
28.91666667,11.8,1.504,376
28.92708333,11.8,1.502,377
28.9375,11.7,1.498,378
28.94791667,11.7,1.499,379
28.95833333,11.7,1.5,380
28.96875,11.6,1.493,381
28.97916667,11.7,1.497,382
28.98958333,11.6,1.494,383
29,11.6,1.492,384
